Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,make,model,Transmission,Seats_coupe,Seats_family,Seats_large,Fuel_Diesel,Fuel_Electric,Fuel_LPG,Fuel_Petrol,Fuel_Diesel,Fuel_Electric,Fuel_LPG,Fuel_Petrol,location_Ahmedabad,location_Bangalore,location_Chennai,location_Coimbatore,location_Delhi,location_Hyderabad,location_Jaipur,location_Kochi,location_Kolkata,location_Mumbai,location_Pune,Owner_First,Owner_Fourth & Above,Owner_Second,Owner_Third
2017,33550,21.5,1498,108.5,5.0,9.6,Volkswagen,Vento 1.5 TDI Highline AT,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2014,62000,18.53,1968,187.74,5.0,25.0,Audi,A6 35 TDI Matrix,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2014,66000,19.01,1461,108.5,5.0,6.8,Nissan,Terrano XL 110 PS,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2016,46630,21.66,1498,103.52,5.0,8.59,Skoda,Rapid 1.5 TDI AT Elegance,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2016,72566,25.83,1498,99.0,5.0,5.29,Ford,Figo Aspire 1.5 TDCi Trend,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2011,51482,15.42,1405,70.0,8.0,2.5,Tata,Venture EX,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2011,90000,14.84,2143,167.62,5.0,13.9,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2014,69000,13.0,2982,168.5,7.0,20.0,Toyota,Fortuner 4x2 Manual,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2011,90000,17.0,1497,118.0,5.0,3.4,Honda,City 1.5 V MT,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2015,39000,18.6,1197,81.83,5.0,5.5,Hyundai,i20 Asta Option 1.2,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2012,110000,20.54,1598,103.6,5.0,3.65,Volkswagen,Vento Diesel Trendline,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2011,68022,13.1,2499,141.0,7.0,5.86,Ford,Endeavour 2.5L 4X2 MT,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2018,27852,14.8,1497,121.36,5.0,10.44,Ford,EcoSport 1.5 Petrol Titanium Plus AT,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2013,58291,17.8,1248,,5.0,5.0,Maruti,Swift VDI BSIV,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2011,68439,23.0,1396,90.0,5.0,3.37,Hyundai,i20 Sportz Diesel,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2011,150000,12.99,2494,100.6,8.0,6.95,Toyota,Innova 2.5 VX (Diesel) 8 Seater,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2018,14000,21.5,1497,108.5,5.0,9.9,Tata,Nexon 1.5 Revotorq XZ Plus Dual Tone,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2012,71558,20.0,1399,68.05,5.0,3.3,Ford,Figo Diesel Titanium,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2013,48000,17.85,2967,300.0,4.0,50.5,Porsche,Panamera Diesel,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2015,65800,17.01,1582,126.2,5.0,12.5,Hyundai,Creta 1.6 CRDi AT SX Plus,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2014,53000,16.55,1968,140.0,5.0,20.5,Audi,A4 2.0 TDI Multitronic,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2017,14600,16.0,2179,140.0,7.0,14.5,Mahindra,XUV500 W8 4WD,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2017,34429,13.8,2999,174.57,7.0,20.0,Isuzu,MUX 4WD,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2014,52000,23.4,1248,74.0,5.0,5.25,Maruti,Swift Dzire VDI,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2015,25470,20.73,1373,91.1,5.0,5.9,Maruti,Ciaz ZXi,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2013,22000,21.1,814,55.2,5.0,2.6,Hyundai,EON Era Plus,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2007,75000,11.0,2987,198.5,5.0,11.0,Mercedes-Benz,E-Class 280 CDI,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2011,95995,18.48,1995,177.0,5.0,15.5,BMW,5 Series 2003-2012 520d,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2017,26877,24.0,1186,73.97,5.0,5.75,Hyundai,Grand i10 1.2 CRDi Sportz Option,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2015,26000,14.47,2993,301.73,5.0,75.0,Jaguar,XJ 3.0L Portfolio,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2007,140000,17.8,1248,75.0,5.0,2.0,Maruti,Swift Ldi BSIII,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2008,95291,17.92,1086,62.1,5.0,2.3,Hyundai,Santro Xing GLS,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2009,135000,12.8,2494,102.0,8.0,8.2,Toyota,Innova 2.5 V Diesel 8-seater,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2015,32000,18.6,1197,81.83,5.0,4.8,Hyundai,i20 Sportz 1.2,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2008,68333,11.0,2987,198.5,5.0,8.5,Mercedes-Benz,E-Class 280 CDI,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2011,72000,20.0,1399,68.0,5.0,2.9,Ford,Figo Diesel ZXI,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2012,52100,21.43,1364,86.79,5.0,6.5,Toyota,Corolla Altis 1.4 DG,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2018,10000,18.9,1197,81.86,5.0,5.85,Hyundai,Grand i10 1.2 Kappa Sportz,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2019,6261,16.3,1956,170.0,5.0,23.91,Jeep,Compass 2.0 Limited 4X4,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2019,3906,20.89,1197,81.8,5.0,7.36,Maruti,Ignis 1.2 AMT Alpha,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2014,55960,11.5,2982,171.0,7.0,17.25,Toyota,Fortuner 3.0 Diesel,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2013,144000,20.54,1598,103.6,5.0,7.0,Volkswagen,Vento Diesel Highline,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2017,38000,13.68,2393,147.8,7.0,17.65,Toyota,Innova Crysta 2.4 VX MT,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2013,51000,20.0,1399,68.1,5.0,2.5,Ford,Figo Diesel Celebration Edition,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2015,150000,23.59,1364,67.05,5.0,6.0,Toyota,Platinum Etios 1.4 GXD,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2018,2500,18.06,2523,63.0,7.0,8.25,Mahindra,Thar DI 4X4,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2018,41661,12.7,2179,187.7,5.0,44.83,Land,Rover Range Rover HSE Dynamic,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2011,64000,16.07,1995,181.0,5.0,10.5,BMW,3 Series 320d Highline,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2008,80000,13.2,1495,94.0,5.0,1.9,Hyundai,Accent GLS,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2016,30000,23.1,998,67.04,5.0,4.25,Maruti,Celerio ZXI AT,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2014,43000,16.36,2179,187.7,5.0,26.5,Jaguar,XF 2.2 Litre Luxury,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2013,90000,12.4,2698,179.5,5.0,22.5,Audi,A6 2.7 TDI,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2011,123880,23.08,1461,63.1,5.0,3.3,Nissan,Micra Diesel XV,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2015,42000,18.0,1198,86.7,5.0,4.3,Honda,Amaze S i-Vtech,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2012,79824,19.87,1461,83.8,5.0,5.25,Renault,Duster 85PS Diesel RxL Option,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2015,75000,12.99,2494,100.6,8.0,11.75,Toyota,Innova 2.5 G (Diesel) 8 Seater,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2014,72411,18.0,1198,86.7,5.0,4.25,Honda,Amaze E i-Vtech,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2012,63000,14.94,2143,204.0,5.0,14.22,Mercedes-Benz,New C-Class C 250 CDI Elegance,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2015,53713,17.71,1197,78.9,5.0,4.2,Toyota,Etios Liva G,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2017,18000,11.36,2755,171.5,8.0,18.25,Toyota,Innova Crysta 2.8 GX AT 8S,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2013,51000,15.8,2148,170.0,5.0,18.5,Mercedes-Benz,New C-Class 200 CDI Elegance,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2008,86700,16.1,1298,88.2,5.0,2.4,Maruti,Swift VXI BSIII,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2016,29000,27.39,1248,74.0,5.0,6.5,Maruti,Baleno Alpha 1.3,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2014,56000,13.45,1086,62.1,5.0,3.2,Hyundai,Santro Xing GL Plus LPG,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2015,33000,23.1,998,67.04,5.0,3.99,Maruti,Celerio VXI AT,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2014,64394,22.7,1498,89.84,5.0,5.45,Ford,Ecosport 1.5 DV5 MT Ambiente,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2010,76000,18.8,1248,90.0,5.0,2.7,Tata,Manza Aura Quadrajet,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2016,48719,27.3,1498,98.6,5.0,6.25,Honda,Jazz 1.5 SV i DTEC,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2016,59711,15.1,2179,140.0,7.0,13.28,Mahindra,XUV500 W8 2WD,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2012,83000,23.08,1461,63.1,5.0,3.7,Nissan,Micra Diesel XV Premium,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2018,10714,19.27,2143,167.62,5.0,39.51,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2010,127510,19.0,1248,90.0,5.0,1.4,Tata,Manza Aura Plus Quadrajet BS IV,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2014,35010,22.9,1248,74.0,5.0,3.5,Maruti,Swift VDI,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2012,75451,17.5,1197,85.8,5.0,3.78,Maruti,Swift Dzire 1.2 Lxi BSIV,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2015,83000,19.09,1405,69.01,5.0,2.7,Tata,Indigo eCS LS (TDI) BS-III,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2013,38755,25.8,1498,98.6,5.0,3.2,Honda,Amaze S i-Dtech,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2016,30000,20.4,1197,81.8,5.0,5.0,Maruti,Swift VXI BSIV,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2012,40000,20.77,1248,88.8,7.0,7.0,Maruti,Ertiga ZDI,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2014,19500,18.9,1197,82.0,5.0,2.85,Hyundai,Grand i10 Era,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2016,41000,19.69,1198,67.04,5.0,4.25,Nissan,Micra Active XV,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2014,30000,18.9,1197,82.0,5.0,4.9,Hyundai,Grand i10 Asta Option,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2017,37000,17.1,1956,170.0,5.0,16.9,Jeep,Compass 2.0 Sport,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2014,62000,22.07,1199,73.9,5.0,4.25,Volkswagen,Polo Diesel Comfortline 1.2L,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2015,42023,15.5,1198,86.7,5.0,4.34,Honda,Amaze S AT i-Vtech,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2012,51001,16.09,1995,184.0,5.0,17.0,BMW,X3 xDrive20d Advantage Edition,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2017,55389,18.88,1995,184.0,5.0,28.45,BMW,3 Series 320d Luxury Line,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2014,46728,15.6,1497,116.3,5.0,6.15,Honda,City V AT,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2014,58995,12.83,2696,162.0,7.0,9.25,Mahindra,Ssangyong Rexton RX5,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2015,37857,26.59,1248,74.0,5.0,4.85,Maruti,Swift Dzire LDI,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2014,71000,25.2,1248,74.0,5.0,4.8,Maruti,Swift VDI BSIV,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2012,49024,18.4,1198,86.8,5.0,2.3,Honda,Brio S Option MT,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2016,10770,18.9,1197,82.0,5.0,4.75,Hyundai,Grand i10 Sportz,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2017,72000,22.95,1248,74.0,5.0,5.0,Tata,Zest Quadrajet 1.3 75PS XM,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2015,91000,21.1,814,55.2,5.0,2.5,Hyundai,EON Era Plus,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2017,14000,18.6,1197,81.83,5.0,5.95,Hyundai,i20 1.2 Spotz,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2014,48000,9.0,1984,181.0,5.0,16.0,Volvo,S60 D4 KINETIC,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014,75136,22.7,1498,89.84,5.0,6.15,Ford,Ecosport 1.5 DV5 MT Titanium Optional,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2014,32500,21.1,1197,85.8,5.0,4.05,Maruti,Ritz VXI,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2010,94500,21.9,1396,90.0,5.0,3.1,Hyundai,i20 1.4 CRDi Magna,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2013,34900,22.0,1197,81.8,5.0,5.49,Maruti,Dzire VXI,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2010,42400,8.0,4806,394.3,4.0,42.91,Porsche,Panamera 2010 2013 4S,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2015,50000,17.8,1248,75.0,5.0,5.7,Maruti,Swift VDi BSIII W/ ABS,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2014,35000,19.4,1198,86.8,5.0,2.85,Honda,Brio S MT,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2012,37000,18.6,1199,79.4,5.0,2.35,Chevrolet,Beat LS,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2018,32807,13.0,1591,121.3,5.0,14.76,Hyundai,Creta 1.6 SX Plus Petrol Automatic,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2008,119000,17.7,1497,78.0,5.0,2.25,Honda,City ZX GXi,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2016,12000,18.5,1197,85.8,5.0,3.65,Maruti,Ritz LXi,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2016,46727,22.77,1498,98.59,5.0,7.25,Ford,EcoSport 1.5 TDCi Trend,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2010,73336,13.2,1995,170.0,5.0,10.69,BMW,3 Series 320d,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2014,9000,17.01,1591,121.3,5.0,5.5,Hyundai,Verna 1.6 SX VTVT,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2005,240000,12.8,2494,102.0,8.0,5.1,Toyota,Innova 2.5 G4 Diesel 8-seater,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2014,25422,22.5,998,67.04,5.0,3.25,Maruti,Wagon R LXI,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2018,14000,25.47,1248,88.5,7.0,9.25,Maruti,Ertiga VDI,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2008,66000,19.7,796,46.3,5.0,1.7,Maruti,Alto LXi BSIII,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2010,55324,19.0,998,66.1,5.0,2.87,Maruti,A-Star Vxi,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2009,90000,11.0,2993,235.0,5.0,17.75,BMW,X5 3.0d,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2017,43000,18.15,1198,82.0,5.0,4.5,Mahindra,KUV 100 G80 K6 Plus 5Str,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2008,58483,19.2,1197,80.0,5.0,2.95,Hyundai,i10 Magna AT,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
2007,93000,12.9,1799,130.0,5.0,2.6,Honda,Civic 2006-2010 1.8 S AT,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2010,50000,20.36,1197,78.9,5.0,3.0,Hyundai,i10 Sportz 1.2,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2014,78616,14.84,2143,170.0,5.0,15.5,Mercedes-Benz,New C-Class C 220 CDI Elegance AT,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2011,37000,17.6,1496,88.73,5.0,2.8,Toyota,Etios G,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2010,54801,17.0,1497,118.0,5.0,2.5,Honda,City 1.5 E MT,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2014,29000,23.4,1248,74.0,5.0,5.75,Maruti,Swift Dzire VDI,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2010,68000,22.0,1197,81.8,5.0,2.8,Maruti,Swift VXI,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2014,58000,17.01,1591,121.3,5.0,4.59,Hyundai,Verna 1.6 EX VTVT,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2012,64290,23.2,1248,73.94,5.0,3.65,Maruti,Ritz VDi,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2015,31000,13.0,2982,168.5,7.0,19.85,Toyota,Fortuner 4x2 Manual,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2018,16039,17.1,1956,170.0,5.0,18.5,Jeep,Compass 2.0 Limited,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
2017,19860,18.6,1197,81.83,5.0,6.95,Hyundai,i20 Asta Option 1.2,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2014,48500,26.6,998,58.16,5.0,2.85,Maruti,Wagon R LXI CNG,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2012,75391,13.93,2179,138.0,7.0,3.75,Tata,New Safari DICOR 2.2 EX 4x4 BS IV,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2008,78000,19.3,1248,73.9,5.0,2.3,Maruti,Swift Dzire LDi,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2016,78000,25.0,1396,69.01,5.0,2.3,Tata,Indigo eCS eLS BS IV,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2016,52000,28.4,1248,74.0,5.0,5.95,Maruti,Swift LDI,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2016,30000,23.1,998,67.04,5.0,3.49,Maruti,Celerio VXI AT,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2016,19254,14.69,2993,258.0,5.0,47.7,BMW,5 Series 2013-2017 530d M Sport,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2015,29651,16.47,1198,74.0,5.0,6.43,Volkswagen,Polo 1.2 MPI Highline,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2011,80000,13.93,2179,138.03,7.0,4.5,Tata,Safari DICOR 2.2 LX 4x2,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2018,2971,13.6,1598,181.0,4.0,39.75,Mini,Cooper S Carbon Edition,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
